지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
283,경주시,2018-01-01 14:00,4.7,0,,,5.6,0,320,0,20,0,1.7,-16.4,1021.1,0,1025.8,0,1,0,1.11,0,,,,,,,3091,,,5.4,0,1.4,.8,1.7,2.9
283,경주시,2018-01-01 15:00,5.4,0,,,4.1,0,320,0,21,0,1.9,-15.2,1020.7,0,1025.4,0,1,0,.89,0,,,,,,,2928,,,4.3,0,2.1,1.2,1.7,2.9
283,경주시,2018-01-01 16:00,5.2,0,,,4,0,320,0,22,0,1.9,-14.8,1020.9,0,1025.6,0,1,0,.57,0,,,,,,,3001,,,1.8,0,2.2,1.5,1.8,2.9
283,경주시,2018-01-01 17:00,3.9,0,,,1.3,0,290,0,24,0,1.9,-14.8,1021.4,0,1026.1,0,.7,0,.17,0,,,,,,,2799,,,.1,0,1.6,1.6,1.9,2.9
283,경주시,2018-01-01 18:00,2.8,0,,,2.3,0,320,0,30,0,2.2,-13.1,1021.9,0,1026.6,0,0,0,.01,0,,,,,,,2472,,,-.4,0,1,1.5,2,2.9
283,경주시,2018-01-01 19:00,.1,0,,,.5,0,340,0,44,0,2.7,-10.7,1022.5,0,1027.3,0,,9,,9,,,,,,,2078,,,-.9,0,.7,1.4,2,2.9
283,경주시,2018-01-01 20:00,-.3,0,,,.9,0,250,0,44,0,2.6,-11.1,1022.6,0,1027.4,0,,9,,9,,,,,,,1885,,,-1.4,0,.4,1.2,2,2.9
283,경주시,2018-01-01 21:00,1.2,0,,,3.4,0,320,0,45,0,3,-9.4,1022.8,0,1027.6,0,,9,,9,,,,,,,1666,,,-1.6,0,.3,1,1.9,2.9
283,경주시,2018-01-01 22:00,1.8,0,,,4.3,0,340,0,44,0,3.1,-9.1,1023.1,0,1027.9,0,,9,,9,,,,,,,1604,,,-1.6,0,.2,1,1.9,2.9
283,경주시,2018-01-01 23:00,1.3,0,,,3.8,0,290,0,46,0,3.1,-9,1023.1,0,1027.9,0,,9,,9,,,,,,,1583,,,-1.8,0,.2,.9,1.9,2.9
283,경주시,2018-01-02 00:00,1.5,0,,,4.9,0,320,0,43,0,2.9,-9.7,1023.1,0,1027.9,0,,9,,9,,,,,,,1788,,,-1.9,0,.1,.8,1.9,2.8
283,경주시,2018-01-02 01:00,1.3,0,,,4.1,0,320,0,40,0,2.7,-10.8,1023.1,0,1027.9,0,,9,,9,,,,,,,1961,,,-2.1,0,0,.8,1.8,2.9
283,경주시,2018-01-02 02:00,1,0,,,3,0,320,0,43,0,2.8,-10.2,1023.5,0,1028.3,0,,9,,9,,,,,,,1932,,,-2.3,0,-.1,.7,1.8,2.9
283,경주시,2018-01-02 03:00,1.5,0,,,4,0,320,0,44,0,3,-9.4,1023.7,0,1028.5,0,,9,,9,,,,,,,1771,,,-2.2,0,-.2,.6,1.7,2.8
283,경주시,2018-01-02 04:00,1.2,0,,,4.5,0,320,0,46,0,3.1,-9.1,1023,0,1027.8,0,,9,,9,,,,,,,1742,,,-2.3,0,-.2,.6,1.7,2.8
283,경주시,2018-01-02 05:00,.9,0,,,3.5,0,320,0,47,0,3.1,-9.1,1023.2,0,1028,0,,9,,9,,,,,,,1834,,,-2.5,0,-.3,.5,1.6,2.8
283,경주시,2018-01-02 06:00,-2.5,0,,,.7,0,200,0,63,0,3.2,-8.5,1023.4,0,1028.3,0,,9,,9,,,,,,,1352,,,-3.1,0,-.3,.4,1.5,2.7
283,경주시,2018-01-02 07:00,-3.6,0,,,1.4,0,200,0,69,0,3.2,-8.4,1023.7,0,1028.6,0,,9,,9,,,,,,,1415,,,-3.4,0,-.4,.3,1.5,2.7
283,경주시,2018-01-02 08:00,-3.5,0,,,1.8,0,230,0,70,0,3.3,-8.1,1023.8,0,1028.7,0,0,0,.01,0,,,,,,,1223,,,-3.2,0,-.4,.3,1.5,2.8
283,경주시,2018-01-02 09:00,-1,0,,,1.6,0,200,0,63,0,3.6,-7.1,1024.1,0,1028.9,0,.5,0,.2,0,,,,,,,1296,,,-1.8,0,-.5,.3,1.4,2.7
283,경주시,2018-01-02 10:00,3.2,0,,,.6,0,180,0,53,0,4.1,-5.4,1023.6,0,1028.3,0,1,0,.5,0,,,,,,,1332,,,0,0,-.3,.3,1.5,2.7
283,경주시,2018-01-02 11:00,5.2,0,,,2.8,0,290,0,46,0,4.1,-5.5,1023.1,0,1027.8,0,1,0,.79,0,,,,,,,1469,,,1.9,0,0,.4,1.5,2.8
283,경주시,2018-01-02 12:00,6.2,0,,,4.2,0,290,0,44,0,4.2,-5.1,1022.7,0,1027.4,0,1,0,.95,0,,,,,,,1258,,,3.7,0,.2,.4,1.4,2.7
283,경주시,2018-01-02 13:00,7,0,,,4.7,0,320,0,43,0,4.3,-4.7,1021.4,0,1026.1,0,1,0,1.01,0,,,,,,,1072,,,5,0,.4,.5,1.5,2.7
283,경주시,2018-01-02 14:00,7.1,0,,,5.2,0,290,0,44,0,4.4,-4.3,1020.4,0,1025.1,0,1,0,.92,0,,,,,,,1033,,,5.7,0,.8,.6,1.4,2.7
283,경주시,2018-01-02 15:00,7,0,,,4,0,320,0,45,0,4.5,-4.1,1020.3,0,1025,0,.9,0,.57,0,,,,,,,930,,,4.1,0,1.8,.9,1.4,2.7
283,경주시,2018-01-02 16:00,6.8,0,,,2.9,0,340,0,47,0,4.6,-3.7,1020,0,1024.7,0,.2,0,.3,0,,,,,,,899,,,3.5,0,2.3,1.4,1.5,2.7
283,경주시,2018-01-02 17:00,5.4,0,,,2.4,0,320,0,53,0,4.8,-3.4,1020.8,0,1025.5,0,0,0,.1,0,,,,,,,809,,,1.5,0,2.3,1.8,1.6,2.6
283,경주시,2018-01-02 18:00,4.9,0,,,4.3,0,290,0,55,0,4.8,-3.4,1021.2,0,1025.9,0,0,0,.01,0,,,,,,,749,,,.2,0,1.7,1.8,1.8,2.6
283,경주시,2018-01-02 19:00,4.2,0,,,4.6,0,320,0,58,0,4.8,-3.3,1021.1,0,1025.8,0,,9,,9,,,,,,,752,,,-.3,0,1.3,1.6,1.9,2.6
283,경주시,2018-01-02 20:00,4.1,0,,,4.1,0,290,0,42,0,3.5,-7.6,1021.2,0,1025.9,0,,9,,9,,,,,,,900,,,-.5,0,1,1.5,2,2.7
283,경주시,2018-01-02 21:00,4,0,,,3.3,0,290,0,34,0,2.8,-10.4,1020.8,0,1025.5,0,,9,,9,,,,,,,1166,,,-.9,0,.8,1.3,2,2.7
283,경주시,2018-01-02 22:00,3,0,,,1.9,0,290,0,35,0,2.6,-11,1020.7,0,1025.4,0,,9,,9,,,,,,,1496,,,-.2,0,.6,1.1,1.9,2.7
283,경주시,2018-01-02 23:00,2.3,0,,,2.1,0,290,0,33,0,2.4,-12.3,1021.4,0,1026.2,0,,9,,9,,,,,,,1928,,,-.3,0,.5,1.1,1.9,2.7
283,경주시,2018-01-03 00:00,1.8,0,,,2.4,0,320,0,32,0,2.2,-13.1,1021.7,0,1026.5,0,,9,,9,,,,,,,2553,,,-.7,0,.4,1.1,1.9,2.7
283,경주시,2018-01-03 01:00,1.6,0,,,3.4,0,320,0,35,0,2.4,-12.2,1021.9,0,1026.7,0,,9,,9,,,,,,,2210,,,-1,0,.3,1,1.8,2.7
283,경주시,2018-01-03 02:00,1,0,,,5.6,0,320,0,24,0,1.6,-17.3,1022.2,0,1027,0,,9,,9,,,,,,,3156,,,-1.5,0,.2,1,1.8,2.7
283,경주시,2018-01-03 03:00,.2,0,,,6.3,0,290,0,30,0,1.9,-15.3,1023.2,0,1028,0,,9,,9,,,,,,,3100,,,-1.5,0,.1,.9,1.7,2.7
283,경주시,2018-01-03 04:00,-.4,0,,,5.1,0,320,0,34,0,2,-14.3,1023.1,0,1027.9,0,,9,,9,,,,,,,3061,,,-2.1,0,.1,.8,1.7,2.7
283,경주시,2018-01-03 05:00,-1,0,,,5.1,0,320,0,40,0,2.3,-12.9,1023,0,1027.8,0,,9,,9,,,,,,,2749,,,-2.4,0,-.1,.7,1.7,2.7
283,경주시,2018-01-03 06:00,-1.4,0,,,3,0,340,0,40,0,2.2,-13.2,1024,0,1028.8,0,,9,,9,,,,,,,2792,,,-2.8,0,-.1,.6,1.7,2.7
283,경주시,2018-01-03 07:00,-1.5,0,,,2.4,0,340,0,39,0,2.1,-13.6,1024.6,0,1029.4,0,,9,,9,,,,,,,2839,,,-3,0,-.2,.5,1.6,2.7
283,경주시,2018-01-03 08:00,-2.6,0,,,1.7,0,340,0,46,0,2.3,-12.6,1024.6,0,1029.5,0,0,0,.02,0,,,,,,,2692,,,-3.2,0,-.3,.4,1.5,2.6
283,경주시,2018-01-03 09:00,-.9,0,,,2.9,0,290,0,39,0,2.2,-13.1,1025.2,0,1030,0,.7,0,.21,0,,,,,,,2723,,,-2.3,0,-.3,.4,1.5,2.6
283,경주시,2018-01-03 10:00,.4,0,,,1.7,0,320,0,34,0,2.1,-13.6,1025.6,0,1030.4,0,1,0,.61,0,,,,,,,2959,,,-.3,0,-.2,.4,1.5,2.6
283,경주시,2018-01-03 11:00,2.4,0,,,1.4,0,320,0,29,0,2.1,-13.8,1024.6,0,1029.4,0,1,0,.93,0,,,,,,,3196,,,1.5,0,.1,.5,1.5,2.6
283,경주시,2018-01-03 12:00,2.5,0,,,4.6,0,290,0,29,0,2.1,-13.7,1023.7,0,1028.5,0,1,0,1.1,0,,,,,,,3137,,,2.4,0,.3,.6,1.5,2.7
283,경주시,2018-01-03 13:00,3.7,0,,,2.5,0,320,0,24,0,1.9,-15,1022.8,0,1027.5,0,1,0,1.11,0,,,,,,,3117,,,3.6,0,.6,.6,1.5,2.6
283,경주시,2018-01-03 14:00,4,0,,,3.2,0,320,0,22,0,1.8,-15.8,1022.3,0,1027,0,1,0,1.13,0,,,,,,,3338,,,5.9,0,1.7,.8,1.5,2.6
283,경주시,2018-01-03 15:00,4,0,,,4.9,0,290,0,21,0,1.7,-16.4,1022,0,1026.7,0,1,0,.89,0,,,,,,,3496,,,4,0,2.3,1.2,1.5,2.6
283,경주시,2018-01-03 16:00,3,0,,,4.3,0,340,0,24,0,1.8,-15.6,1022.2,0,1026.9,0,.9,0,.46,0,,,,,,,3189,,,.4,0,2,1.5,1.6,2.6
283,경주시,2018-01-03 17:00,2.3,0,,,3.5,0,320,0,25,0,1.8,-15.7,1022.3,0,1027.1,0,0,0,.1,0,,,,,,,3077,,,-.1,0,1.2,1.3,1.7,2.6
283,경주시,2018-01-03 18:00,1.1,0,,,3.9,0,320,0,30,0,2,-14.5,1022.4,0,1027.2,0,0,0,.01,0,,,,,,,3078,,,-.8,0,.8,1.3,1.8,2.6
283,경주시,2018-01-03 19:00,.9,0,,,2.3,0,290,0,29,0,1.9,-15.1,1022.8,0,1027.6,0,,9,,9,,,,,,,2982,,,-1.3,0,.5,1.2,1.8,2.5
283,경주시,2018-01-03 20:00,.2,0,,,1.7,0,290,0,33,0,2,-14.2,1023.1,0,1027.9,0,,9,,9,,,,,,,2835,,,-2,0,.3,1,1.8,2.6
283,경주시,2018-01-03 21:00,-.5,0,,,.8,0,320,0,35,0,2.1,-14.1,1023.4,0,1028.2,0,,9,,9,,,,,,,2739,,,-2.4,0,.1,.9,1.8,2.6
283,경주시,2018-01-03 22:00,-.7,0,,,2,0,340,0,36,0,2.1,-13.9,1023.4,0,1028.2,0,,9,,9,,,,,,,2905,,,-2.7,0,0,.8,1.7,2.6
283,경주시,2018-01-03 23:00,-.8,0,,,1.8,0,320,0,36,0,2.1,-14,1023.4,0,1028.2,0,,9,,9,,,,,,,3090,,,-2.9,0,-.1,.6,1.7,2.7
283,경주시,2018-01-04 00:00,-1.3,0,,,2.4,0,290,0,40,0,2.2,-13.1,1023.1,0,1027.9,0,,9,,9,,,,,,,2911,,,-2.8,0,-.2,.6,1.6,2.6
283,경주시,2018-01-04 01:00,-1.5,0,,,3.9,0,290,0,41,0,2.3,-13,1023.2,0,1028,0,,9,,9,,,,,,,2891,,,-2.7,0,-.3,.5,1.6,2.6
283,경주시,2018-01-04 02:00,-1.9,0,,,2.7,0,340,0,42,0,2.2,-13.1,1023.3,0,1028.1,0,,9,,9,,,,,,,2667,,,-2.7,0,-.3,.4,1.6,2.6
283,경주시,2018-01-04 03:00,-2.2,0,,,4.2,0,320,0,43,0,2.2,-13.1,1023.7,0,1028.6,0,,9,,9,,,,,,,2550,,,-3,0,-.3,.4,1.5,2.7
283,경주시,2018-01-04 04:00,-3,0,,,2.3,0,290,0,48,0,2.4,-12.4,1023.7,0,1028.6,0,,9,,9,,,,,,,2356,,,-3.3,0,-.4,.3,1.4,2.6
283,경주시,2018-01-04 05:00,-2.8,0,,,3.2,0,320,0,48,0,2.4,-12.3,1023.7,0,1028.6,0,,9,,9,,,,,,,2341,,,-2.9,0,-.5,.2,1.4,2.5
283,경주시,2018-01-04 06:00,-3,0,,,2.9,0,290,0,50,0,2.5,-11.9,1023.4,0,1028.3,0,,9,,9,,,,,,,2357,,,-3,0,-.5,.2,1.4,2.6
283,경주시,2018-01-04 07:00,-3.2,0,,,2.6,0,290,0,52,0,2.5,-11.6,1023.2,0,1028.1,0,,9,,9,,,,,,,2331,,,-3.3,0,-.7,.2,1.3,2.5
283,경주시,2018-01-04 08:00,-3.2,0,,,3.4,0,290,0,54,0,2.6,-11.2,1023.2,0,1028.1,0,0,0,.03,0,,,,,,,2258,,,-3.3,0,-.8,.1,1.2,2.5
283,경주시,2018-01-04 09:00,-2.3,0,,,4.4,0,320,0,51,0,2.6,-11,1023.5,0,1028.4,0,.6,0,.22,0,,,,,,,2181,,,-2.3,0,-.7,.1,1.3,2.6
283,경주시,2018-01-04 10:00,-.8,0,,,2.9,0,320,0,44,0,2.5,-11.5,1023.1,0,1027.9,0,1,0,.57,0,,,,,,,2152,,,-.3,0,-.5,.2,1.2,2.5
283,경주시,2018-01-04 11:00,1.3,0,,,2.1,0,290,0,36,0,2.4,-12.1,1022.6,0,1027.4,0,1,0,.89,0,,,,,,,2546,,,1.7,0,-.3,.2,1.2,2.5
283,경주시,2018-01-04 12:00,2.1,0,,,1.4,0,20,0,32,0,2.3,-12.9,1021.3,0,1026.1,0,1,0,1.06,0,,,,,,,2504,,,3.2,0,0,.3,1.2,2.5
283,경주시,2018-01-04 13:00,4.2,0,,,3.3,0,270,0,31,0,2.6,-11.4,1019.8,0,1024.5,0,1,0,1.08,0,,,,,,,2490,,,4.1,0,.2,.4,1.2,2.5
283,경주시,2018-01-04 14:00,5.3,0,,,3.2,0,250,0,31,0,2.8,-10.5,1018.9,0,1023.6,0,1,0,.9,0,,,,,,,2544,,,5.1,0,.3,.4,1.3,2.5
283,경주시,2018-01-04 15:00,5.6,0,,,3,0,270,0,30,0,2.7,-10.6,1018.8,0,1023.5,0,1,0,.72,0,,,,,,,2390,,,4.7,0,.6,.5,1.2,2.5
283,경주시,2018-01-04 16:00,4.6,0,,,2.2,0,270,0,31,0,2.6,-11.1,1019.1,0,1023.8,0,.5,0,.37,0,,,,,,,2420,,,1.8,0,.8,.5,1.3,2.4
283,경주시,2018-01-04 17:00,3.7,0,,,1.4,0,290,0,35,0,2.8,-10.3,1019.1,0,1023.8,0,0,0,.11,0,,,,,,,2395,,,.6,0,.8,.6,1.2,2.4
283,경주시,2018-01-04 18:00,2.1,0,,,1.3,0,140,0,43,0,3,-9.2,1019.4,0,1024.2,0,0,0,.01,0,,,,,,,1854,,,0,0,.6,.6,1.3,2.4
283,경주시,2018-01-04 19:00,1.2,0,,,.4,0,0,0,49,0,3.3,-8.3,1019.4,0,1024.2,0,,9,,9,,,,,,,2082,,,0,0,.4,.6,1.3,2.4
283,경주시,2018-01-04 20:00,1.5,0,,,1.3,0,200,0,45,0,3.1,-9.1,1019.4,0,1024.2,0,,9,,9,,,,,,,1884,,,-.1,0,.4,.7,1.3,2.4
283,경주시,2018-01-04 21:00,1.1,0,,,1.7,0,200,0,49,0,3.2,-8.4,1018.7,0,1023.5,0,,9,,9,,,,,,,1646,,,-.2,0,.4,.8,1.3,2.4
283,경주시,2018-01-04 22:00,1,0,,,1.5,0,200,0,49,0,3.2,-8.5,1018.4,0,1023.2,0,,9,,9,,,,,,,1709,,,-.2,0,.3,.8,1.4,2.4
283,경주시,2018-01-04 23:00,.6,0,,,.8,0,160,0,50,0,3.2,-8.6,1018.1,0,1022.9,0,,9,,9,,,,,,,1755,,,-.3,0,.3,.8,1.4,2.4
283,경주시,2018-01-05 00:00,.2,0,,,.6,0,160,0,55,0,3.4,-7.7,1017.4,0,1022.2,0,,9,,9,,,,,,,1646,,,-.3,0,.3,.8,1.4,2.4
283,경주시,2018-01-05 01:00,.1,0,,,1.4,0,180,0,56,0,3.5,-7.6,1016.9,0,1021.7,0,,9,,9,,,,,,,1727,,,-.4,0,.3,.8,1.4,2.4
283,경주시,2018-01-05 02:00,.5,0,,,.5,0,320,0,46,0,2.9,-9.8,1016.9,0,1021.7,0,,9,,9,,,,,,,1924,,,-.4,0,.2,.8,1.4,2.4
283,경주시,2018-01-05 03:00,0,0,,,.5,0,50,0,53,0,3.2,-8.4,1016.4,0,1021.2,0,,9,,9,,,,,,,1921,,,-.4,0,.2,.8,1.4,2.4
283,경주시,2018-01-05 04:00,.7,0,,,.4,0,0,0,48,0,3.1,-9,1015.6,0,1020.4,0,,9,,9,,,,,,,1975,,,-.3,0,.2,.8,1.5,2.4
283,경주시,2018-01-05 05:00,.3,0,,,.4,0,0,0,55,0,3.4,-7.7,1015,0,1019.8,0,,9,,9,,,,,,,1853,,,-.3,0,.2,.8,1.5,2.5
283,경주시,2018-01-05 06:00,1.1,0,,,2.7,0,230,0,45,0,3,-9.5,1014.9,0,1019.7,0,,9,,9,,,,,,,1871,,,-.3,0,.2,.8,1.5,2.4
283,경주시,2018-01-05 07:00,.9,0,,,.3,0,0,0,48,0,3.1,-8.8,1015,0,1019.8,0,,9,,9,,,,,,,1806,,,-.2,0,.3,.8,1.5,2.5
283,경주시,2018-01-05 08:00,.7,0,,,.7,0,270,0,50,0,3.2,-8.5,1014.9,0,1019.7,0,0,0,.01,0,,,,,,,1796,,,-.3,0,.3,.8,1.5,2.4
283,경주시,2018-01-05 09:00,1.8,0,,,1.5,0,290,0,47,0,3.3,-8.3,1015.1,0,1019.8,0,0,0,.08,0,,,,,,,1614,,,0,0,.3,.8,1.5,2.4
283,경주시,2018-01-05 10:00,3.6,0,,,.7,0,160,0,40,0,3.2,-8.7,1015,0,1019.7,0,.1,0,.29,0,,,,,,,1464,,,.6,0,.5,.9,1.5,2.5
283,경주시,2018-01-05 11:00,4.7,0,,,4.1,0,290,0,32,0,2.7,-10.6,1014.8,0,1019.5,0,.9,0,.73,0,,,,,,,1969,,,3.2,0,1.5,1.1,1.6,2.5
283,경주시,2018-01-05 12:00,5.4,0,,,3,0,320,0,32,0,2.9,-10,1013.2,0,1017.9,0,1,0,.96,0,,,,,,,2042,,,6.3,0,3.6,1.9,1.6,2.6
283,경주시,2018-01-05 13:00,6.9,0,,,3.1,0,340,0,29,0,2.9,-9.9,1012.2,0,1016.8,0,1,0,1.13,0,,,,,,,2203,,,8.6,0,5,3,1.8,2.5
283,경주시,2018-01-05 14:00,7.3,0,,,2.8,0,320,0,23,0,2.3,-12.5,1011.4,0,1016,0,1,0,1.04,0,,,,,,,1995,,,10.4,0,6.1,4,2.2,2.6
283,경주시,2018-01-05 15:00,7.1,0,,,4.1,0,290,0,24,0,2.4,-12.1,1011.4,0,1016,0,1,0,.86,0,,,,,,,2239,,,8,0,6.2,4.6,2.7,2.6
283,경주시,2018-01-05 16:00,6.3,0,,,3.4,0,340,0,23,0,2.2,-13.3,1011.4,0,1016,0,1,0,.58,0,,,,,,,2416,,,4.8,0,5.5,4.7,3.1,2.7
283,경주시,2018-01-05 17:00,5.1,0,,,2.7,0,320,0,24,0,2.1,-13.8,1011.9,0,1016.6,0,.7,0,.18,0,,,,,,,2551,,,1.5,0,4.3,4.3,3.3,2.9
283,경주시,2018-01-05 18:00,3.9,0,,,3,0,320,0,25,0,2,-14.3,1012.2,0,1016.9,0,0,0,.01,0,,,,,,,2466,,,-.5,0,3,3.5,3.4,2.9
283,경주시,2018-01-05 19:00,3,0,,,2.4,0,290,0,30,0,2.3,-12.9,1012.7,0,1017.4,0,,9,,9,,,,,,,2099,,,-.2,0,2,2.9,3.3,3
283,경주시,2018-01-05 20:00,2,0,,,5.8,0,320,0,40,0,2.8,-10.2,1013.2,0,1017.9,0,,9,,9,,,,,,,1815,,,-.5,0,1.6,2.5,3.2,3.1
283,경주시,2018-01-05 21:00,1.4,0,,,5.1,0,290,0,45,0,3,-9.2,1013,0,1017.7,0,,9,,9,,,,,,,1775,,,-.8,0,1.3,2.2,3.1,3.2
283,경주시,2018-01-05 22:00,1,0,,,7.1,0,290,0,49,0,3.2,-8.5,1012.8,0,1017.5,0,,9,,9,,,,,,,1787,,,-1,0,1,1.9,2.8,3.2
283,경주시,2018-01-05 23:00,.2,0,,,5.2,0,290,0,53,0,3.3,-8.2,1013.3,0,1018.1,0,,9,,9,,,,,,,1711,,,-1.4,0,.8,1.7,2.7,3.2
283,경주시,2018-01-06 00:00,-.4,0,,,5.5,0,290,0,58,0,3.5,-7.6,1013.7,0,1018.5,0,,9,,9,,,,,,,1619,,,-1.6,0,.6,1.6,2.6,3.2
283,경주시,2018-01-06 01:00,-.6,0,,,3.8,0,320,0,58,0,3.4,-7.8,1013.9,0,1018.7,0,,9,,9,,,,,,,1679,,,-1.9,0,.4,1.4,2.5,3.2
283,경주시,2018-01-06 02:00,-.6,0,,,5,0,290,0,58,0,3.4,-7.8,1014.2,0,1019,0,,9,,9,,,,,,,1676,,,-2.1,0,.2,1.2,2.3,3.1
283,경주시,2018-01-06 03:00,-.5,0,,,3.4,0,340,0,57,0,3.4,-7.9,1015,0,1019.8,0,,9,,9,,,,,,,1695,,,-2.3,0,.1,1,2.2,3.1
283,경주시,2018-01-06 04:00,-1.3,0,,,3.1,0,320,0,60,0,3.3,-8,1015.3,0,1020.1,0,,9,,9,,,,,,,1674,,,-2.5,0,0,.9,2.1,3.1
283,경주시,2018-01-06 05:00,-2.2,0,,,1.4,0,270,0,65,0,3.4,-7.9,1015.4,0,1020.2,0,,9,,9,,,,,,,1686,,,-2.9,0,-.1,.8,2.1,3.1
283,경주시,2018-01-06 06:00,-3.1,0,,,.7,0,20,0,68,0,3.3,-8.1,1015.6,0,1020.4,0,,9,,9,,,,,,,1613,,,-3.5,0,-.2,.7,2,3.1
283,경주시,2018-01-06 07:00,-1.3,0,,,4,0,340,0,56,0,3.1,-8.9,1016.4,0,1021.2,0,,9,,9,,,,,,,1906,,,-3.2,0,-.3,.5,1.9,3
283,경주시,2018-01-06 08:00,-1,0,,,4.4,0,340,0,52,0,3,-9.6,1017.1,0,1021.9,0,0,0,.02,0,,,,,,,2032,,,-3.1,0,-.4,.5,1.8,2.9
283,경주시,2018-01-06 09:00,-.1,0,,,7.2,0,290,0,41,0,2.5,-11.8,1016.8,0,1021.6,0,.7,0,.21,0,,,,,,,2399,,,-2.1,0,-.4,.4,1.7,2.9
283,경주시,2018-01-06 10:00,1.2,0,,,4.9,0,290,0,35,0,2.3,-12.6,1017.7,0,1022.5,0,1,0,.63,0,,,,,,,2606,,,-.2,0,-.3,.5,1.6,2.8
283,경주시,2018-01-06 11:00,2.4,0,,,4.3,0,290,0,35,0,2.5,-11.5,1018,0,1022.7,0,1,0,.94,0,,,,,,,2558,,,2.1,0,.1,.5,1.6,2.9
283,경주시,2018-01-06 12:00,3.6,0,,,5.8,0,320,0,29,0,2.3,-12.8,1017.1,0,1021.8,0,1,0,1.13,0,,,,,,,2835,,,3.9,0,.4,.6,1.6,2.8
